player,team,league,season,position_group,position_full,minutes,archetype,archetype_name
Stefan Ilsanker,RB Leipzig,Bundesliga,2018,DF,"DF,MF",1289.0,DF-1,Wide attacking defenders
Timo Werner,RB Leipzig,Bundesliga,2018,FW,FW,2494.0,FW-0,Low involvement centre forwards
Willi Orban,RB Leipzig,Bundesliga,2018,DF,DF,2126.0,DF-0,Deep central defenders
Yussuf Poulsen,RB Leipzig,Bundesliga,2018,FW,FW,1664.0,FW-0,Low involvement centre forwards
Alessandro Schöpf,Schalke 04,Bundesliga,2018,DF,"DF,FW",808.0,DF-1,Wide attacking defenders
Amine Harit,Schalke 04,Bundesliga,2018,MF,"MF,FW",2043.0,MF-1,Advanced attacking midfielders
Bastian Oczipka,Schalke 04,Bundesliga,2018,DF,"DF,MF",2320.0,DF-1,Wide attacking defenders
Benjamin Stambouli,Schalke 04,Bundesliga,2018,DF,"DF,MF",2197.0,DF-0,Deep central defenders
Breel Embolo,Schalke 04,Bundesliga,2018,FW,"FW,MF",919.0,FW-0,Low involvement centre forwards
Daniel Caligiuri,Schalke 04,Bundesliga,2018,DF,"DF,MF",2917.0,DF-1,Wide attacking defenders
Franco Di Santo,Schalke 04,Bundesliga,2018,FW,"FW,MF",1654.0,FW-0,Low involvement centre forwards
Guido Burgstaller,Schalke 04,Bundesliga,2018,FW,FW,2324.0,FW-0,Low involvement centre forwards
Leon Goretzka,Schalke 04,Bundesliga,2018,MF,MF,1982.0,MF-0,Deep ball winning midfielders
Matija Nastasić,Schalke 04,Bundesliga,2018,DF,DF,1989.0,DF-0,Deep central defenders
Max Meyer,Schalke 04,Bundesliga,2018,MF,MF,1727.0,MF-0,Deep ball winning midfielders
Nabil Bentaleb,Schalke 04,Bundesliga,2018,MF,MF,1011.0,MF-0,Deep ball winning midfielders
Naldo,Schalke 04,Bundesliga,2018,DF,DF,3060.0,DF-0,Deep central defenders
Thilo Kehrer,Schalke 04,Bundesliga,2018,DF,DF,2365.0,DF-0,Deep central defenders
Weston McKennie,Schalke 04,Bundesliga,2018,MF,MF,1263.0,MF-0,Deep ball winning midfielders
Yevhen Konoplyanka,Schalke 04,Bundesliga,2018,FW,"FW,MF",1562.0,FW-1,Creating and carrying forwards
Anastasios Donis,Stuttgart,Bundesliga,2018,MF,"MF,FW",949.0,MF-1,Advanced attacking midfielders
Andreas Beck,Stuttgart,Bundesliga,2018,DF,DF,1927.0,DF-1,Wide attacking defenders
Benjamin Pavard,Stuttgart,Bundesliga,2018,DF,DF,3060.0,DF-0,Deep central defenders
Berkay Özcan,Stuttgart,Bundesliga,2018,MF,MF,1002.0,MF-1,Advanced attacking midfielders
Chadrac Akolo,Stuttgart,Bundesliga,2018,MF,"MF,FW",1102.0,MF-1,Advanced attacking midfielders
Christian Gentner,Stuttgart,Bundesliga,2018,MF,MF,2412.0,MF-0,Deep ball winning midfielders
Daniel Ginczek,Stuttgart,Bundesliga,2018,FW,"FW,MF",1523.0,FW-0,Low involvement centre forwards
Dennis Aogo,Stuttgart,Bundesliga,2018,MF,"MF,DF",1954.0,MF-0,Deep ball winning midfielders
Emiliano Insúa,Stuttgart,Bundesliga,2018,DF,DF,2106.0,DF-1,Wide attacking defenders
Erik Thommy,Stuttgart,Bundesliga,2018,MF,MF,980.0,MF-1,Advanced attacking midfielders
Holger Badstuber,Stuttgart,Bundesliga,2018,DF,"DF,MF",2173.0,DF-0,Deep central defenders
Josip Brekalo,Stuttgart,Bundesliga,2018,MF,"MF,FW",726.0,MF-1,Advanced attacking midfielders
Marcin Kamiński,Stuttgart,Bundesliga,2018,DF,DF,1138.0,DF-0,Deep central defenders
Mario Gómez,Stuttgart,Bundesliga,2018,FW,FW,1385.0,FW-0,Low involvement centre forwards
Orel Mangala,Stuttgart,Bundesliga,2018,MF,MF,779.0,MF-0,Deep ball winning midfielders
Santiago Ascacíbar,Stuttgart,Bundesliga,2018,MF,MF,2381.0,MF-0,Deep ball winning midfielders
Simon Terodde,Stuttgart,Bundesliga,2018,FW,FW,955.0,FW-0,Low involvement centre forwards
Takuma Asano,Stuttgart,Bundesliga,2018,FW,"FW,MF",721.0,FW-0,Low involvement centre forwards
Timo Baumgartl,Stuttgart,Bundesliga,2018,DF,DF,2610.0,DF-0,Deep central defenders
Fin Bartels,Werder Bremen,Bundesliga,2018,FW,FW,1121.0,FW-1,Creating and carrying forwards
Florian Kainz,Werder Bremen,Bundesliga,2018,MF,"MF,FW",1712.0,MF-1,Advanced attacking midfielders
Ishak Belfodil,Werder Bremen,Bundesliga,2018,FW,"FW,MF",1350.0,FW-0,Low involvement centre forwards
Jérôme Gondorf,Werder Bremen,Bundesliga,2018,MF,"MF,FW",797.0,MF-1,Advanced attacking midfielders
Lamine Sané,Werder Bremen,Bundesliga,2018,DF,DF,786.0,DF-0,Deep central defenders
Ludwig Augustinsson,Werder Bremen,Bundesliga,2018,DF,"DF,FW",2532.0,DF-1,Wide attacking defenders
Marco Friedl,Werder Bremen,Bundesliga,2018,DF,"DF,MF",600.0,DF-1,Wide attacking defenders
Max Kruse,Werder Bremen,Bundesliga,2018,FW,FW,2453.0,FW-1,Creating and carrying forwards
Maximilian Eggestein,Werder Bremen,Bundesliga,2018,MF,MF,2692.0,MF-0,Deep ball winning midfielders
Miloš Veljković,Werder Bremen,Bundesliga,2018,DF,DF,2655.0,DF-0,Deep central defenders
Niklas Moisander,Werder Bremen,Bundesliga,2018,DF,DF,2250.0,DF-0,Deep central defenders
Philipp Bargfrede,Werder Bremen,Bundesliga,2018,MF,MF,1859.0,MF-0,Deep ball winning midfielders
Robert Bauer,Werder Bremen,Bundesliga,2018,DF,"DF,FW",956.0,DF-0,Deep central defenders
Theodor Gebre Selassie,Werder Bremen,Bundesliga,2018,DF,"DF,FW",2828.0,DF-1,Wide attacking defenders
Thomas Delaney,Werder Bremen,Bundesliga,2018,MF,MF,2796.0,MF-0,Deep ball winning midfielders
Zlatko Junuzović,Werder Bremen,Bundesliga,2018,MF,"MF,FW",1633.0,MF-1,Advanced attacking midfielders
Daniel Didavi,Wolfsburg,Bundesliga,2018,MF,MF,2237.0,MF-1,Advanced attacking midfielders
Divock Origi,Wolfsburg,Bundesliga,2018,FW,"FW,MF",1967.0,FW-0,Low involvement centre forwards
Ignacio Camacho,Wolfsburg,Bundesliga,2018,MF,"MF,DF",951.0,MF-0,Deep ball winning midfielders
Jakub Błaszczykowski,Wolfsburg,Bundesliga,2018,MF,"MF,FW",520.0,MF-1,Advanced attacking midfielders
Jeffrey Bruma,Wolfsburg,Bundesliga,2018,DF,DF,990.0,DF-0,Deep central defenders
John Brooks,Wolfsburg,Bundesliga,2018,DF,DF,727.0,DF-0,Deep central defenders
Josip Brekalo,Wolfsburg,Bundesliga,2018,MF,"MF,FW",869.0,MF-1,Advanced attacking midfielders
Josuha Guilavogui,Wolfsburg,Bundesliga,2018,MF,MF,2404.0,MF-0,Deep ball winning midfielders
Landry Dimata,Wolfsburg,Bundesliga,2018,FW,"FW,MF",902.0,FW-0,Low involvement centre forwards
Marcel Tisserand,Wolfsburg,Bundesliga,2018,DF,DF,1247.0,DF-0,Deep central defenders
Mario Gómez,Wolfsburg,Bundesliga,2018,FW,FW,936.0,FW-0,Low involvement centre forwards
Maximilian Arnold,Wolfsburg,Bundesliga,2018,MF,MF,2454.0,MF-0,Deep ball winning midfielders
Ohis Felix Uduokhai,Wolfsburg,Bundesliga,2018,DF,DF,1560.0,DF-0,Deep central defenders
Paul Verhaegh,Wolfsburg,Bundesliga,2018,DF,DF,2614.0,DF-1,Wide attacking defenders
Renato Steffen,Wolfsburg,Bundesliga,2018,MF,"MF,FW",659.0,MF-1,Advanced attacking midfielders
Riechedly Bazoer,Wolfsburg,Bundesliga,2018,MF,MF,592.0,MF-0,Deep ball winning midfielders
Robin Knoche,Wolfsburg,Bundesliga,2018,DF,DF,2102.0,DF-0,Deep central defenders
William,Wolfsburg,Bundesliga,2018,DF,DF,1612.0,DF-1,Wide attacking defenders
Yannick Gerhardt,Wolfsburg,Bundesliga,2018,DF,"DF,MF",1228.0,DF-1,Wide attacking defenders
Yunus Mallı,Wolfsburg,Bundesliga,2018,MF,"MF,FW",2242.0,MF-1,Advanced attacking midfielders
Alexis,Alavés,La Liga,2018,DF,DF,2184.0,DF-0,Deep central defenders
Alfonso Pedraza,Alavés,La Liga,2018,MF,"MF,DF",2440.0,MF-1,Advanced attacking midfielders
Burgui,Alavés,La Liga,2018,MF,"MF,FW",1034.0,MF-1,Advanced attacking midfielders
Carlos Vigaray,Alavés,La Liga,2018,DF,DF,895.0,DF-1,Wide attacking defenders
Daniel Torres,Alavés,La Liga,2018,MF,MF,1217.0,MF-0,Deep ball winning midfielders
Guillermo Maripán,Alavés,La Liga,2018,DF,DF,1528.0,DF-0,Deep central defenders
Ibai Gómez,Alavés,La Liga,2018,MF,MF,2319.0,MF-1,Advanced attacking midfielders
John Guidetti,Alavés,La Liga,2018,FW,FW,1222.0,FW-0,Low involvement centre forwards
Manu García,Alavés,La Liga,2018,MF,MF,2439.0,MF-0,Deep ball winning midfielders
Martin Agirregabiria,Alavés,La Liga,2018,DF,DF,1828.0,DF-1,Wide attacking defenders
Munir El Haddadi,Alavés,La Liga,2018,FW,FW,2444.0,FW-0,Low involvement centre forwards
Rodrigo Ely,Alavés,La Liga,2018,DF,DF,2691.0,DF-0,Deep central defenders
Rubén Duarte,Alavés,La Liga,2018,DF,DF,2138.0,DF-1,Wide attacking defenders
Rubén Sobrino,Alavés,La Liga,2018,FW,"FW,MF",1466.0,FW-0,Low involvement centre forwards
Tomás Pina Isla,Alavés,La Liga,2018,MF,MF,2387.0,MF-0,Deep ball winning midfielders
Víctor Laguardia,Alavés,La Liga,2018,DF,DF,1530.0,DF-0,Deep central defenders
Wakaso,Alavés,La Liga,2018,MF,MF,1098.0,MF-0,Deep ball winning midfielders
Álvaro Medrán,Alavés,La Liga,2018,MF,MF,947.0,MF-0,Deep ball winning midfielders
Ander Iturraspe,Athletic Club,La Liga,2018,MF,MF,1904.0,MF-0,Deep ball winning midfielders
Aritz Aduriz,Athletic Club,La Liga,2018,FW,FW,2152.0,FW-0,Low involvement centre forwards
Aymeric Laporte,Athletic Club,La Liga,2018,DF,DF,1710.0,DF-0,Deep central defenders
Beñat Etxebarria,Athletic Club,La Liga,2018,MF,MF,1120.0,MF-0,Deep ball winning midfielders
Eneko Bóveda,Athletic Club,La Liga,2018,DF,DF,522.0,DF-1,Wide attacking defenders
Enric Saborit,Athletic Club,La Liga,2018,DF,DF,1428.0,DF-1,Wide attacking defenders
Iker Muniain,Athletic Club,La Liga,2018,MF,MF,780.0,MF-1,Advanced attacking midfielders
Iñaki Williams,Athletic Club,La Liga,2018,MF,"MF,FW",2851.0,MF-1,Advanced attacking midfielders
Iñigo Córdoba,Athletic Club,La Liga,2018,MF,MF,1459.0,MF-1,Advanced attacking midfielders
Iñigo Lekue,Athletic Club,La Liga,2018,DF,"DF,MF",2111.0,DF-1,Wide attacking defenders
Iñigo Martínez,Athletic Club,La Liga,2018,DF,DF,1440.0,DF-0,Deep central defenders
Markel Susaeta,Athletic Club,La Liga,2018,MF,MF,2264.0,MF-1,Advanced attacking midfielders
Mikel Balenziaga,Athletic Club,La Liga,2018,DF,DF,1549.0,DF-1,Wide attacking defenders
Mikel Rico,Athletic Club,La Liga,2018,MF,MF,1171.0,MF-0,Deep ball winning midfielders
Mikel San José,Athletic Club,La Liga,2018,MF,MF,2155.0,MF-0,Deep ball winning midfielders
Mikel Vesga,Athletic Club,La Liga,2018,MF,MF,806.0,MF-0,Deep ball winning midfielders
Raúl García,Athletic Club,La Liga,2018,MF,MF,2627.0,MF-1,Advanced attacking midfielders
Unai Núñez,Athletic Club,La Liga,2018,DF,DF,2941.0,DF-0,Deep central defenders
Yeray Álvarez,Athletic Club,La Liga,2018,DF,DF,675.0,DF-0,Deep central defenders
Óscar de Marcos,Athletic Club,La Liga,2018,DF,"DF,MF",1658.0,DF-1,Wide attacking defenders
Antoine Griezmann,Atlético Madrid,La Liga,2018,FW,"FW,MF",2519.0,FW-1,Creating and carrying forwards
Diego Costa,Atlético Madrid,La Liga,2018,FW,FW,1041.0,FW-0,Low involvement centre forwards
Diego Godín,Atlético Madrid,La Liga,2018,DF,DF,2554.0,DF-0,Deep central defenders
Fernando Torres,Atlético Madrid,La Liga,2018,FW,FW,982.0,FW-0,Low involvement centre forwards
Filipe Luís,Atlético Madrid,La Liga,2018,DF,DF,1659.0,DF-1,Wide attacking defenders
Gabi,Atlético Madrid,La Liga,2018,MF,MF,2349.0,MF-0,Deep ball winning midfielders
José María Giménez,Atlético Madrid,La Liga,2018,DF,DF,1690.0,DF-0,Deep central defenders
Juanfran,Atlético Madrid,La Liga,2018,DF,DF,1307.0,DF-1,Wide attacking defenders
Koke,Atlético Madrid,La Liga,2018,MF,MF,2756.0,MF-0,Deep ball winning midfielders
Kévin Gameiro,Atlético Madrid,La Liga,2018,FW,FW,1125.0,FW-0,Low involvement centre forwards
Lucas Hernández,Atlético Madrid,La Liga,2018,DF,DF,2116.0,DF-0,Deep central defenders
Saúl Ñíguez,Atlético Madrid,La Liga,2018,MF,MF,3155.0,MF-0,Deep ball winning midfielders
Stefan Savić,Atlético Madrid,La Liga,2018,DF,DF,2299.0,DF-0,Deep central defenders
Thomas Partey,Atlético Madrid,La Liga,2018,MF,"MF,DF",2377.0,MF-0,Deep ball winning midfielders
Vitolo,Atlético Madrid,La Liga,2018,MF,MF,618.0,MF-1,Advanced attacking midfielders
Yannick Carrasco,Atlético Madrid,La Liga,2018,MF,"MF,FW",901.0,MF-1,Advanced attacking midfielders
Ángel Correa,Atlético Madrid,La Liga,2018,MF,"MF,FW",2253.0,MF-1,Advanced attacking midfielders
Šime Vrsaljko,Atlético Madrid,La Liga,2018,DF,DF,1696.0,DF-1,Wide attacking defenders
Aleix Vidal,Barcelona,La Liga,2018,MF,"MF,FW",460.0,MF-1,Advanced attacking midfielders
André Gomes,Barcelona,La Liga,2018,MF,MF,635.0,MF-0,Deep ball winning midfielders
Andrés Iniesta,Barcelona,La Liga,2018,MF,MF,1824.0,MF-1,Advanced attacking midfielders
Denis Suárez,Barcelona,La Liga,2018,MF,"MF,FW",595.0,MF-1,Advanced attacking midfielders
Gerard Deulofeu,Barcelona,La Liga,2018,MF,"MF,FW",503.0,MF-1,Advanced attacking midfielders
Gerard Piqué,Barcelona,La Liga,2018,DF,DF,2632.0,DF-0,Deep central defenders
Ivan Rakitić,Barcelona,La Liga,2018,MF,MF,2835.0,MF-0,Deep ball winning midfielders
Javier Mascherano,Barcelona,La Liga,2018,DF,DF,541.0,DF-0,Deep central defenders
Jordi Alba,Barcelona,La Liga,2018,DF,DF,2744.0,DF-1,Wide attacking defenders
Lionel Messi,Barcelona,La Liga,2018,FW,FW,3000.0,FW-1,Creating and carrying forwards
Lucas Digne,Barcelona,La Liga,2018,DF,DF,704.0,DF-1,Wide attacking defenders
Luis Suárez,Barcelona,La Liga,2018,FW,FW,2899.0,FW-1,Creating and carrying forwards
Nélson Semedo,Barcelona,La Liga,2018,DF,DF,1493.0,DF-1,Wide attacking defenders
Ousmane Dembélé,Barcelona,La Liga,2018,MF,"MF,FW",925.0,MF-1,Advanced attacking midfielders
Paco Alcácer,Barcelona,La Liga,2018,MF,"MF,FW",695.0,MF-1,Advanced attacking midfielders
Paulinho,Barcelona,La Liga,2018,MF,MF,1945.0,MF-1,Advanced attacking midfielders
Philippe Coutinho,Barcelona,La Liga,2018,MF,"MF,FW",1296.0,MF-1,Advanced attacking midfielders
Samuel Umtiti,Barcelona,La Liga,2018,DF,DF,2189.0,DF-0,Deep central defenders
Sergi Roberto,Barcelona,La Liga,2018,DF,DF,2225.0,DF-1,Wide attacking defenders
Sergio Busquets,Barcelona,La Liga,2018,MF,MF,2593.0,MF-0,Deep ball winning midfielders
Thomas Vermaelen,Barcelona,La Liga,2018,DF,DF,1018.0,DF-0,Deep central defenders
Andrés Guardado,Betis,La Liga,2018,MF,MF,2264.0,MF-0,Deep ball winning midfielders
Antonio Barragán,Betis,La Liga,2018,DF,DF,2373.0,DF-1,Wide attacking defenders
Antonio Sanabria,Betis,La Liga,2018,FW,FW,853.0,FW-0,Low involvement centre forwards
Aïssa Mandi,Betis,La Liga,2018,DF,DF,3024.0,DF-0,Deep central defenders
Cristian Tello,Betis,La Liga,2018,MF,"MF,FW",1693.0,MF-1,Advanced attacking midfielders
Fabián Ruiz Peña,Betis,La Liga,2018,MF,MF,2659.0,MF-0,Deep ball winning midfielders
Francis Guerrero,Betis,La Liga,2018,DF,"DF,MF",993.0,DF-1,Wide attacking defenders
Javi García,Betis,La Liga,2018,MF,"MF,DF",2410.0,MF-0,Deep ball winning midfielders
Joaquín,Betis,La Liga,2018,MF,"MF,FW",2479.0,MF-1,Advanced attacking midfielders
Jordi Amat,Betis,La Liga,2018,DF,"DF,MF",2045.0,DF-0,Deep central defenders
Junior Firpo,Betis,La Liga,2018,DF,DF,1189.0,DF-1,Wide attacking defenders
Loren Morón,Betis,La Liga,2018,FW,FW,1060.0,FW-0,Low involvement centre forwards
Marc Bartra,Betis,La Liga,2018,DF,DF,1420.0,DF-0,Deep central defenders
Riza Durmisi,Betis,La Liga,2018,DF,DF,2080.0,DF-1,Wide attacking defenders
Ryad Boudebouz,Betis,La Liga,2018,MF,"MF,FW",1360.0,MF-1,Advanced attacking midfielders
Sergio León,Betis,La Liga,2018,FW,FW,1978.0,FW-0,Low involvement centre forwards
Víctor Camarasa,Betis,La Liga,2018,MF,MF,1252.0,MF-0,Deep ball winning midfielders
Zouhair Feddal,Betis,La Liga,2018,DF,DF,1257.0,DF-0,Deep central defenders
Andreu Fontàs,Celta Vigo,La Liga,2018,DF,DF,885.0,DF-0,Deep central defenders
Brais Méndez,Celta Vigo,La Liga,2018,MF,"MF,FW",948.0,MF-1,Advanced attacking midfielders
Daniel Wass,Celta Vigo,La Liga,2018,MF,"MF,DF",2932.0,MF-1,Advanced attacking midfielders
Emre Mor,Celta Vigo,La Liga,2018,FW,"FW,MF",665.0,FW-1,Creating and carrying forwards
Facundo Roncaglia,Celta Vigo,La Liga,2018,DF,DF,1492.0,DF-0,Deep central defenders
Gustavo Cabral,Celta Vigo,La Liga,2018,DF,DF,1891.0,DF-0,Deep central defenders
Hugo Mallo,Celta Vigo,La Liga,2018,DF,DF,2999.0,DF-1,Wide attacking defenders
Iago Aspas,Celta Vigo,La Liga,2018,FW,FW,2936.0,FW-1,Creating and carrying forwards
Jonny Castro,Celta Vigo,La Liga,2018,DF,DF,3202.0,DF-1,Wide attacking defenders
Jozabed,Celta Vigo,La Liga,2018,MF,MF,1473.0,MF-0,Deep ball winning midfielders
Maxi Gómez,Celta Vigo,La Liga,2018,FW,FW,3068.0,FW-0,Low involvement centre forwards
Nemanja Radoja,Celta Vigo,La Liga,2018,MF,MF,1105.0,MF-0,Deep ball winning midfielders
Pablo Hernández,Celta Vigo,La Liga,2018,MF,MF,1819.0,MF-0,Deep ball winning midfielders
Pione Sisto,Celta Vigo,La Liga,2018,FW,"FW,MF",2517.0,FW-1,Creating and carrying forwards
Sergi Gómez,Celta Vigo,La Liga,2018,DF,DF,2680.0,DF-0,Deep central defenders
Stanislav Lobotka,Celta Vigo,La Liga,2018,MF,MF,3061.0,MF-0,Deep ball winning midfielders
Anaitz Arbilla,Eibar,La Liga,2018,DF,DF,2414.0,DF-0,Deep central defenders
Ander Capa,Eibar,La Liga,2018,DF,DF,2249.0,DF-1,Wide attacking defenders
Charles,Eibar,La Liga,2018,FW,FW,1582.0,FW-0,Low involvement centre forwards
Dani García,Eibar,La Liga,2018,MF,MF,2775.0,MF-0,Deep ball winning midfielders
David Juncà,Eibar,La Liga,2018,DF,DF,901.0,DF-1,Wide attacking defenders
David Lombán,Eibar,La Liga,2018,DF,DF,994.0,DF-0,Deep central defenders
Fabián Orellana,Eibar,La Liga,2018,MF,MF,1180.0,MF-1,Advanced attacking midfielders
Gonzalo Escalante,Eibar,La Liga,2018,MF,MF,1565.0,MF-0,Deep ball winning midfielders
Iván Alejo,Eibar,La Liga,2018,MF,MF,1102.0,MF-1,Advanced attacking midfielders
Iván Ramis,Eibar,La Liga,2018,DF,DF,1302.0,DF-0,Deep central defenders
Joan Jordán,Eibar,La Liga,2018,MF,MF,2427.0,MF-1,Advanced attacking midfielders
José Ángel,Eibar,La Liga,2018,DF,DF,2426.0,DF-1,Wide attacking defenders
Kike,Eibar,La Liga,2018,FW,FW,2460.0,FW-0,Low involvement centre forwards
Papakouli Diop,Eibar,La Liga,2018,MF,MF,940.0,MF-0,Deep ball winning midfielders
Paulo Oliveira,Eibar,La Liga,2018,DF,DF,2214.0,DF-0,Deep central defenders
Pedro León,Eibar,La Liga,2018,MF,"MF,FW",929.0,MF-1,Advanced attacking midfielders
Rubén Peña,Eibar,La Liga,2018,DF,"DF,MF",1732.0,DF-1,Wide attacking defenders
Sergi Enrich,Eibar,La Liga,2018,FW,FW,1330.0,FW-0,Low involvement centre forwards
Takashi Inui,Eibar,La Liga,2018,MF,MF,2631.0,MF-1,Advanced attacking midfielders
Aarón Martín,Espanyol,La Liga,2018,DF,DF,2815.0,DF-1,Wide attacking defenders
Carlos Sánchez,Espanyol,La Liga,2018,MF,MF,1122.0,MF-0,Deep ball winning midfielders
David López,Espanyol,La Liga,2018,DF,"DF,MF",3330.0,DF-0,Deep central defenders
Dídac Vilà,Espanyol,La Liga,2018,DF,"DF,MF",731.0,DF-1,Wide attacking defenders
Esteban Granero,Espanyol,La Liga,2018,MF,MF,1230.0,MF-0,Deep ball winning midfielders
Gerard Moreno,Espanyol,La Liga,2018,FW,FW,3412.0,FW-0,Low involvement centre forwards
Javi Fuego,Espanyol,La Liga,2018,MF,MF,1341.0,MF-0,Deep ball winning midfielders
Javi López,Espanyol,La Liga,2018,DF,DF,966.0,DF-1,Wide attacking defenders
José Manuel Jurado,Espanyol,La Liga,2018,MF,"MF,FW",1501.0,MF-1,Advanced attacking midfielders
Léo Baptistão,Espanyol,La Liga,2018,FW,"FW,MF",2677.0,FW-0,Low involvement centre forwards
Marc Navarro,Espanyol,La Liga,2018,DF,DF,1109.0,DF-1,Wide attacking defenders
Mario Hermoso,Espanyol,La Liga,2018,DF,DF,1928.0,DF-0,Deep central defenders
Naldo,Espanyol,La Liga,2018,DF,DF,921.0,DF-0,Deep central defenders
Pablo Piatti,Espanyol,La Liga,2018,MF,MF,1738.0,MF-1,Advanced attacking midfielders
Sergi Darder,Espanyol,La Liga,2018,MF,MF,2782.0,MF-0,Deep ball winning midfielders
Sergio García,Espanyol,La Liga,2018,FW,"FW,MF",1641.0,FW-0,Low involvement centre forwards
Víctor Sánchez,Espanyol,La Liga,2018,MF,"MF,DF",2457.0,MF-0,Deep ball winning midfielders
Óscar Duarte,Espanyol,La Liga,2018,DF,DF,990.0,DF-0,Deep central defenders
Óscar Melendo,Espanyol,La Liga,2018,MF,MF,686.0,MF-1,Advanced attacking midfielders
Amath,Getafe,La Liga,2018,MF,MF,2859.0,MF-1,Advanced attacking midfielders
Bruno González,Getafe,La Liga,2018,DF,DF,1540.0,DF-0,Deep central defenders
Cala,Getafe,La Liga,2018,DF,DF,1800.0,DF-0,Deep central defenders
Damián Suárez,Getafe,La Liga,2018,DF,DF,2877.0,DF-1,Wide attacking defenders
Djené,Getafe,La Liga,2018,DF,DF,3239.0,DF-0,Deep central defenders
Fayçal Fajr,Getafe,La Liga,2018,MF,MF,2385.0,MF-0,Deep ball winning midfielders
Francisco Molinero,Getafe,La Liga,2018,DF,DF,579.0,DF-1,Wide attacking defenders
Francisco Portillo,Getafe,La Liga,2018,MF,MF,2460.0,MF-1,Advanced attacking midfielders
Gaku Shibasaki,Getafe,La Liga,2018,MF,"MF,FW",1002.0,MF-1,Advanced attacking midfielders
Jorge Molina,Getafe,La Liga,2018,FW,FW,2786.0,FW-0,Low involvement centre forwards
Leandro Cabrera,Getafe,La Liga,2018,DF,DF,720.0,DF-1,Wide attacking defenders
Loïc Rémy,Getafe,La Liga,2018,FW,"FW,MF",457.0,FW-0,Low involvement centre forwards
Markel Bergara,Getafe,La Liga,2018,MF,MF,1463.0,MF-0,Deep ball winning midfielders
Mathieu Flamini,Getafe,La Liga,2018,MF,MF,480.0,MF-0,Deep ball winning midfielders
Mauro Arambarri,Getafe,La Liga,2018,MF,MF,2124.0,MF-0,Deep ball winning midfielders
Sergio Mora,Getafe,La Liga,2018,MF,MF,813.0,MF-0,Deep ball winning midfielders
Vitorino Antunes,Getafe,La Liga,2018,DF,DF,2799.0,DF-1,Wide attacking defenders
Álvaro Jiménez,Getafe,La Liga,2018,MF,MF,529.0,MF-1,Advanced attacking midfielders
Ángel Rodríguez,Getafe,La Liga,2018,FW,FW,2293.0,FW-0,Low involvement centre forwards
Aday,Girona,La Liga,2018,DF,DF,1835.0,DF-1,Wide attacking defenders
Aleix García,Girona,La Liga,2018,MF,MF,852.0,MF-0,Deep ball winning midfielders
Anthony Lozano,Girona,La Liga,2018,FW,"FW,MF",471.0,FW-0,Low involvement centre forwards
Bernardo Espinosa,Girona,La Liga,2018,DF,DF,2868.0,DF-0,Deep central defenders
Borja García,Girona,La Liga,2018,MF,MF,2798.0,MF-1,Advanced attacking midfielders
Cristhian Stuani,Girona,La Liga,2018,FW,FW,2710.0,FW-0,Low involvement centre forwards
David Timor,Girona,La Liga,2018,MF,"MF,DF",925.0,MF-0,Deep ball winning midfielders
Johan Mojica,Girona,La Liga,2018,DF,DF,2135.0,DF-1,Wide attacking defenders
Jonás Ramalho,Girona,La Liga,2018,DF,DF,2298.0,DF-0,Deep central defenders
Juanpe,Girona,La Liga,2018,DF,DF,3065.0,DF-0,Deep central defenders
Marc Muniesa,Girona,La Liga,2018,DF,DF,1127.0,DF-0,Deep central defenders
Pablo Maffeo,Girona,La Liga,2018,DF,DF,2642.0,DF-1,Wide attacking defenders
Pedro Alcalá,Girona,La Liga,2018,DF,DF,689.0,DF-0,Deep central defenders
Pere Pons,Girona,La Liga,2018,MF,MF,2559.0,MF-0,Deep ball winning midfielders
