player,team,league,season,position_group,position_full,minutes,archetype,archetype_name
William Saliba,Saint-Étienne,Ligue 1,2019,DF,DF,1277.0,DF-0,Deep central defenders
Yann M'Vila,Saint-Étienne,Ligue 1,2019,MF,MF,3258.0,MF-0,Deep ball winning midfielders
Yannis Salibur,Saint-Étienne,Ligue 1,2019,MF,MF,885.0,MF-1,Advanced attacking midfielders
Youssef Aït Bennasser,Saint-Étienne,Ligue 1,2019,MF,MF,936.0,MF-0,Deep ball winning midfielders
Adrien Thomasson,Strasbourg,Ligue 1,2019,MF,"MF,FW",2479.0,MF-1,Advanced attacking midfielders
Anthony Caci,Strasbourg,Ligue 1,2019,DF,DF,2298.0,DF-0,Deep central defenders
Anthony Gonçalves,Strasbourg,Ligue 1,2019,MF,"MF,DF",1058.0,MF-1,Advanced attacking midfielders
Benjamin Corgnet,Strasbourg,Ligue 1,2019,MF,"MF,FW",671.0,MF-1,Advanced attacking midfielders
Dimitri Liénard,Strasbourg,Ligue 1,2019,MF,"MF,DF",1291.0,MF-0,Deep ball winning midfielders
Ibrahima Sissoko,Strasbourg,Ligue 1,2019,MF,MF,2665.0,MF-0,Deep ball winning midfielders
Jonas Martin,Strasbourg,Ligue 1,2019,MF,MF,2059.0,MF-0,Deep ball winning midfielders
Kenny Lala,Strasbourg,Ligue 1,2019,DF,"DF,FW",3060.0,DF-1,Wide attacking defenders
Kévin Zohi,Strasbourg,Ligue 1,2019,MF,"MF,FW",627.0,MF-1,Advanced attacking midfielders
Lamine Koné,Strasbourg,Ligue 1,2019,DF,DF,2152.0,DF-0,Deep central defenders
Lebo Mothiba,Strasbourg,Ligue 1,2019,FW,FW,1771.0,FW-0,Low involvement centre forwards
Lionel Carole,Strasbourg,Ligue 1,2019,DF,"DF,FW",1727.0,DF-1,Wide attacking defenders
Ludovic Ajorque,Strasbourg,Ligue 1,2019,FW,FW,1531.0,FW-0,Low involvement centre forwards
Nuno da Costa,Strasbourg,Ligue 1,2019,FW,"FW,MF",2052.0,FW-0,Low involvement centre forwards
Pablo Martinez,Strasbourg,Ligue 1,2019,DF,DF,2815.0,DF-0,Deep central defenders
Sanjin Prcić,Strasbourg,Ligue 1,2019,MF,MF,1053.0,MF-0,Deep ball winning midfielders
Stefan Mitrović,Strasbourg,Ligue 1,2019,DF,DF,3026.0,DF-0,Deep central defenders
Youssouf Fofana,Strasbourg,Ligue 1,2019,MF,MF,912.0,MF-0,Deep ball winning midfielders
Aaron Leya Iseka,Toulouse,Ligue 1,2019,FW,FW,1444.0,FW-0,Low involvement centre forwards
Bafodé Diakité,Toulouse,Ligue 1,2019,DF,DF,633.0,DF-0,Deep central defenders
Christopher Jullien,Toulouse,Ligue 1,2019,DF,DF,3015.0,DF-0,Deep central defenders
Corentin Jean,Toulouse,Ligue 1,2019,MF,"MF,FW",629.0,MF-1,Advanced attacking midfielders
François Moubandje,Toulouse,Ligue 1,2019,DF,DF,1935.0,DF-1,Wide attacking defenders
Gen Shoji,Toulouse,Ligue 1,2019,DF,DF,1620.0,DF-0,Deep central defenders
Ibrahim Sangaré,Toulouse,Ligue 1,2019,MF,MF,2467.0,MF-0,Deep ball winning midfielders
Issiaga Sylla,Toulouse,Ligue 1,2019,DF,"DF,MF",1994.0,DF-1,Wide attacking defenders
Jean-Clair Todibo,Toulouse,Ligue 1,2019,DF,DF,834.0,DF-0,Deep central defenders
Jimmy Durmaz,Toulouse,Ligue 1,2019,MF,"MF,FW",1899.0,MF-1,Advanced attacking midfielders
John Bostock,Toulouse,Ligue 1,2019,MF,MF,984.0,MF-0,Deep ball winning midfielders
Kalidou Sidibé,Toulouse,Ligue 1,2019,MF,MF,1259.0,MF-0,Deep ball winning midfielders
Kelvin Amian,Toulouse,Ligue 1,2019,DF,DF,2880.0,DF-0,Deep central defenders
Manu García,Toulouse,Ligue 1,2019,MF,MF,1843.0,MF-1,Advanced attacking midfielders
Mathieu Dossevi,Toulouse,Ligue 1,2019,MF,"MF,FW",2469.0,MF-1,Advanced attacking midfielders
Max Gradel,Toulouse,Ligue 1,2019,MF,"MF,FW",3240.0,MF-1,Advanced attacking midfielders
Ndombe Mubele,Toulouse,Ligue 1,2019,FW,"FW,MF",465.0,FW-0,Low involvement centre forwards
Steven Moreira,Toulouse,Ligue 1,2019,DF,"DF,MF",863.0,DF-1,Wide attacking defenders
Yannick Cahuzac,Toulouse,Ligue 1,2019,MF,"MF,DF",1431.0,MF-0,Deep ball winning midfielders
Yaya Sanogo,Toulouse,Ligue 1,2019,FW,FW,1243.0,FW-0,Low involvement centre forwards
Aaron Ramsey,Arsenal,Premier League,2019,MF,MF,1331.0,MF-1,Advanced attacking midfielders
Ainsley Maitland-Niles,Arsenal,Premier League,2019,DF,"DF,MF",987.0,DF-1,Wide attacking defenders
Alex Iwobi,Arsenal,Premier League,2019,MF,"MF,FW",1970.0,MF-1,Advanced attacking midfielders
Alexandre Lacazette,Arsenal,Premier League,2019,FW,FW,2502.0,FW-0,Low involvement centre forwards
Granit Xhaka,Arsenal,Premier League,2019,MF,"MF,DF",2498.0,MF-0,Deep ball winning midfielders
Henrikh Mkhitaryan,Arsenal,Premier League,2019,MF,"MF,FW",1641.0,MF-1,Advanced attacking midfielders
Héctor Bellerín,Arsenal,Premier League,2019,DF,DF,1533.0,DF-1,Wide attacking defenders
Laurent Koscielny,Arsenal,Premier League,2019,DF,DF,1331.0,DF-0,Deep central defenders
Lucas Torreira,Arsenal,Premier League,2019,MF,MF,2382.0,MF-0,Deep ball winning midfielders
Mattéo Guendouzi,Arsenal,Premier League,2019,MF,MF,2149.0,MF-0,Deep ball winning midfielders
Mesut Özil,Arsenal,Premier League,2019,MF,MF,1735.0,MF-1,Advanced attacking midfielders
Nacho Monreal,Arsenal,Premier League,2019,DF,DF,1861.0,DF-1,Wide attacking defenders
Pierre-Emerick Aubameyang,Arsenal,Premier League,2019,FW,"FW,MF",2726.0,FW-0,Low involvement centre forwards
Rob Holding,Arsenal,Premier League,2019,DF,DF,807.0,DF-0,Deep central defenders
Sead Kolašinac,Arsenal,Premier League,2019,DF,"DF,MF",1887.0,DF-1,Wide attacking defenders
Shkodran Mustafi,Arsenal,Premier League,2019,DF,DF,2611.0,DF-0,Deep central defenders
Sokratis Papastathopoulos,Arsenal,Premier League,2019,DF,DF,2198.0,DF-0,Deep central defenders
Stephan Lichtsteiner,Arsenal,Premier League,2019,DF,DF,938.0,DF-1,Wide attacking defenders
Adam Smith,Bournemouth,Premier League,2019,DF,"DF,MF",2066.0,DF-1,Wide attacking defenders
Andrew Surman,Bournemouth,Premier League,2019,MF,MF,1439.0,MF-0,Deep ball winning midfielders
Callum Wilson,Bournemouth,Premier League,2019,FW,FW,2528.0,FW-0,Low involvement centre forwards
Charlie Daniels,Bournemouth,Premier League,2019,DF,DF,1585.0,DF-1,Wide attacking defenders
Chris Mepham,Bournemouth,Premier League,2019,DF,DF,850.0,DF-0,Deep central defenders
Dan Gosling,Bournemouth,Premier League,2019,MF,MF,1739.0,MF-0,Deep ball winning midfielders
David Brooks,Bournemouth,Premier League,2019,MF,"MF,FW",2261.0,MF-1,Advanced attacking midfielders
Diego Rico,Bournemouth,Premier League,2019,DF,"DF,MF",612.0,DF-1,Wide attacking defenders
Jefferson Lerma,Bournemouth,Premier League,2019,MF,MF,2506.0,MF-0,Deep ball winning midfielders
Jordon Ibe,Bournemouth,Premier League,2019,MF,"MF,DF",797.0,MF-1,Advanced attacking midfielders
Joshua King,Bournemouth,Premier League,2019,FW,"FW,MF",2961.0,FW-0,Low involvement centre forwards
Junior Stanislas,Bournemouth,Premier League,2019,MF,"MF,FW",1031.0,MF-1,Advanced attacking midfielders
Lewis Cook,Bournemouth,Premier League,2019,MF,MF,723.0,MF-0,Deep ball winning midfielders
Nathan Aké,Bournemouth,Premier League,2019,DF,DF,3411.0,DF-0,Deep central defenders
Nathaniel Clyne,Bournemouth,Premier League,2019,DF,DF,1143.0,DF-1,Wide attacking defenders
Ryan Fraser,Bournemouth,Premier League,2019,MF,"MF,FW",3166.0,MF-1,Advanced attacking midfielders
Simon Francis,Bournemouth,Premier League,2019,DF,DF,1229.0,DF-1,Wide attacking defenders
Steve Cook,Bournemouth,Premier League,2019,DF,DF,2786.0,DF-0,Deep central defenders
Alireza Jahanbakhsh,Brighton,Premier League,2019,MF,"MF,FW",1020.0,MF-1,Advanced attacking midfielders
Anthony Knockaert,Brighton,Premier League,2019,MF,"MF,FW",1837.0,MF-1,Advanced attacking midfielders
Beram Kayal,Brighton,Premier League,2019,MF,MF,940.0,MF-0,Deep ball winning midfielders
Bernardo,Brighton,Premier League,2019,DF,DF,1752.0,DF-1,Wide attacking defenders
Bruno,Brighton,Premier League,2019,DF,DF,1131.0,DF-0,Deep central defenders
Dale Stephens,Brighton,Premier League,2019,MF,MF,2485.0,MF-0,Deep ball winning midfielders
Davy Pröpper,Brighton,Premier League,2019,MF,MF,2546.0,MF-0,Deep ball winning midfielders
Florin Andone,Brighton,Premier League,2019,FW,FW,881.0,FW-0,Low involvement centre forwards
Gaëtan Bong,Brighton,Premier League,2019,DF,DF,1808.0,DF-1,Wide attacking defenders
Glenn Murray,Brighton,Premier League,2019,FW,FW,2508.0,FW-0,Low involvement centre forwards
José Izquierdo,Brighton,Premier League,2019,MF,"MF,FW",795.0,MF-1,Advanced attacking midfielders
Jürgen Locadia,Brighton,Premier League,2019,FW,"FW,MF",1236.0,FW-0,Low involvement centre forwards
Leon Balogun,Brighton,Premier League,2019,DF,DF,594.0,DF-0,Deep central defenders
Lewis Dunk,Brighton,Premier League,2019,DF,DF,3151.0,DF-0,Deep central defenders
Martín Montoya,Brighton,Premier League,2019,DF,DF,2167.0,DF-1,Wide attacking defenders
Pascal Groß,Brighton,Premier League,2019,MF,"MF,FW",1864.0,MF-1,Advanced attacking midfielders
Shane Duffy,Brighton,Premier League,2019,DF,DF,3087.0,DF-0,Deep central defenders
Solly March,Brighton,Premier League,2019,FW,"FW,MF",2463.0,FW-1,Creating and carrying forwards
Yves Bissouma,Brighton,Premier League,2019,MF,MF,1774.0,MF-0,Deep ball winning midfielders
Aaron Lennon,Burnley,Premier League,2019,MF,MF,1215.0,MF-1,Advanced attacking midfielders
Ashley Barnes,Burnley,Premier League,2019,FW,FW,2388.0,FW-0,Low involvement centre forwards
Ashley Westwood,Burnley,Premier League,2019,MF,MF,2824.0,MF-0,Deep ball winning midfielders
Ben Mee,Burnley,Premier League,2019,DF,DF,3420.0,DF-0,Deep central defenders
Charlie Taylor,Burnley,Premier League,2019,DF,DF,3243.0,DF-1,Wide attacking defenders
Chris Wood,Burnley,Premier League,2019,FW,FW,2588.0,FW-0,Low involvement centre forwards
Dwight McNeil,Burnley,Premier League,2019,MF,MF,1591.0,MF-1,Advanced attacking midfielders
Jack Cork,Burnley,Premier League,2019,MF,MF,3312.0,MF-0,Deep ball winning midfielders
James Tarkowski,Burnley,Premier League,2019,DF,DF,3086.0,DF-0,Deep central defenders
Jeff Hendrick,Burnley,Premier League,2019,MF,"MF,FW",2063.0,MF-0,Deep ball winning midfielders
Jóhann Berg Guðmundsson,Burnley,Premier League,2019,MF,MF,1752.0,MF-1,Advanced attacking midfielders
Kevin Long,Burnley,Premier League,2019,DF,DF,514.0,DF-0,Deep central defenders
Matthew Lowton,Burnley,Premier League,2019,DF,DF,1750.0,DF-1,Wide attacking defenders
Phil Bardsley,Burnley,Premier League,2019,DF,DF,1670.0,DF-1,Wide attacking defenders
Robbie Brady,Burnley,Premier League,2019,MF,MF,720.0,MF-1,Advanced attacking midfielders
Sam Vokes,Burnley,Premier League,2019,FW,FW,915.0,FW-0,Low involvement centre forwards
Aron Gunnarsson,Cardiff City,Premier League,2019,MF,MF,2266.0,MF-0,Deep ball winning midfielders
Bobby Reid,Cardiff City,Premier League,2019,FW,"FW,MF",1424.0,FW-0,Low involvement centre forwards
Bruno Ecuele Manga,Cardiff City,Premier League,2019,DF,DF,3376.0,DF-0,Deep central defenders
Callum Paterson,Cardiff City,Premier League,2019,FW,"FW,MF",1998.0,FW-0,Low involvement centre forwards
Greg Cunningham,Cardiff City,Premier League,2019,DF,DF,630.0,DF-1,Wide attacking defenders
Harry Arter,Cardiff City,Premier League,2019,MF,MF,1997.0,MF-0,Deep ball winning midfielders
Joe Bennett,Cardiff City,Premier League,2019,DF,DF,2639.0,DF-0,Deep central defenders
Joe Ralls,Cardiff City,Premier League,2019,MF,MF,1959.0,MF-0,Deep ball winning midfielders
Josh Murphy,Cardiff City,Premier League,2019,MF,"MF,FW",1817.0,MF-1,Advanced attacking midfielders
Junior Hoilett,Cardiff City,Premier League,2019,MF,MF,2141.0,MF-1,Advanced attacking midfielders
Kenneth Zohore,Cardiff City,Premier League,2019,FW,FW,753.0,FW-0,Low involvement centre forwards
Leandro Bacuna,Cardiff City,Premier League,2019,MF,MF,561.0,MF-0,Deep ball winning midfielders
Lee Peltier,Cardiff City,Premier League,2019,DF,DF,1544.0,DF-0,Deep central defenders
Nathaniel Mendez-Laing,Cardiff City,Premier League,2019,MF,MF,985.0,MF-1,Advanced attacking midfielders
Oumar Niasse,Cardiff City,Premier League,2019,FW,FW,931.0,FW-0,Low involvement centre forwards
Sean Morrison,Cardiff City,Premier League,2019,DF,DF,3039.0,DF-0,Deep central defenders
Sol Bamba,Cardiff City,Premier League,2019,DF,DF,2474.0,DF-0,Deep central defenders
Víctor Camarasa,Cardiff City,Premier League,2019,MF,MF,2569.0,MF-1,Advanced attacking midfielders
Andreas Christensen,Chelsea,Premier League,2019,DF,DF,617.0,DF-0,Deep central defenders
Antonio Rüdiger,Chelsea,Premier League,2019,DF,DF,2871.0,DF-0,Deep central defenders
César Azpilicueta,Chelsea,Premier League,2019,DF,DF,3402.0,DF-1,Wide attacking defenders
David Luiz,Chelsea,Premier League,2019,DF,DF,3238.0,DF-0,Deep central defenders
Eden Hazard,Chelsea,Premier League,2019,FW,FW,2923.0,FW-1,Creating and carrying forwards
Emerson Palmieri,Chelsea,Premier League,2019,DF,DF,663.0,DF-1,Wide attacking defenders
Gonzalo Higuaín,Chelsea,Premier League,2019,FW,FW,1085.0,FW-0,Low involvement centre forwards
Jorginho,Chelsea,Premier League,2019,MF,MF,3156.0,MF-0,Deep ball winning midfielders
Marcos Alonso,Chelsea,Premier League,2019,DF,DF,2759.0,DF-1,Wide attacking defenders
Mateo Kovačić,Chelsea,Premier League,2019,MF,MF,1735.0,MF-0,Deep ball winning midfielders
N'Golo Kanté,Chelsea,Premier League,2019,MF,MF,3092.0,MF-0,Deep ball winning midfielders
Olivier Giroud,Chelsea,Premier League,2019,FW,FW,847.0,FW-0,Low involvement centre forwards
Pedro,Chelsea,Premier League,2019,FW,FW,1778.0,FW-1,Creating and carrying forwards
Ross Barkley,Chelsea,Premier League,2019,MF,MF,1245.0,MF-1,Advanced attacking midfielders
Ruben Loftus-Cheek,Chelsea,Premier League,2019,MF,"MF,FW",998.0,MF-1,Advanced attacking midfielders
Willian,Chelsea,Premier League,2019,FW,FW,2097.0,FW-1,Creating and carrying forwards
Álvaro Morata,Chelsea,Premier League,2019,FW,FW,941.0,FW-0,Low involvement centre forwards
Aaron Wan-Bissaka,Crystal Palace,Premier League,2019,DF,DF,3134.0,DF-1,Wide attacking defenders
Andros Townsend,Crystal Palace,Premier League,2019,FW,"FW,MF",3009.0,FW-1,Creating and carrying forwards
Cheikhou Kouyaté,Crystal Palace,Premier League,2019,MF,MF,1899.0,MF-0,Deep ball winning midfielders
Christian Benteke,Crystal Palace,Premier League,2019,FW,FW,814.0,FW-0,Low involvement centre forwards
James McArthur,Crystal Palace,Premier League,2019,MF,MF,3058.0,MF-0,Deep ball winning midfielders
James Tomkins,Crystal Palace,Premier League,2019,DF,DF,2560.0,DF-0,Deep central defenders
Jeffrey Schlupp,Crystal Palace,Premier League,2019,MF,"MF,FW",1670.0,MF-1,Advanced attacking midfielders
Joel Ward,Crystal Palace,Premier League,2019,DF,DF,552.0,DF-1,Wide attacking defenders
Jordan Ayew,Crystal Palace,Premier League,2019,FW,FW,1181.0,FW-0,Low involvement centre forwards
Luka Milivojević,Crystal Palace,Premier League,2019,MF,MF,3420.0,MF-0,Deep ball winning midfielders
Mamadou Sakho,Crystal Palace,Premier League,2019,DF,DF,2416.0,DF-0,Deep central defenders
Martin Kelly,Crystal Palace,Premier League,2019,DF,DF,1111.0,DF-0,Deep central defenders
Max Meyer,Crystal Palace,Premier League,2019,MF,MF,1416.0,MF-1,Advanced attacking midfielders
Michy Batshuayi,Crystal Palace,Premier League,2019,FW,FW,750.0,FW-0,Low involvement centre forwards
Patrick van Aanholt,Crystal Palace,Premier League,2019,DF,DF,3195.0,DF-1,Wide attacking defenders
Scott Dann,Crystal Palace,Premier League,2019,DF,DF,663.0,DF-0,Deep central defenders
Wilfried Zaha,Crystal Palace,Premier League,2019,FW,FW,3036.0,FW-1,Creating and carrying forwards
Ademola Lookman,Everton,Premier League,2019,MF,MF,618.0,MF-1,Advanced attacking midfielders
André Gomes,Everton,Premier League,2019,MF,MF,1980.0,MF-0,Deep ball winning midfielders
Bernard,Everton,Premier League,2019,MF,MF,2116.0,MF-1,Advanced attacking midfielders
Cenk Tosun,Everton,Premier League,2019,FW,FW,1059.0,FW-0,Low involvement centre forwards
Dominic Calvert-Lewin,Everton,Premier League,2019,FW,FW,1784.0,FW-0,Low involvement centre forwards
Gylfi Sigurðsson,Everton,Premier League,2019,MF,MF,3117.0,MF-1,Advanced attacking midfielders
Idrissa Gana Gueye,Everton,Premier League,2019,MF,MF,2822.0,MF-0,Deep ball winning midfielders
Jonjoe Kenny,Everton,Premier League,2019,DF,DF,791.0,DF-1,Wide attacking defenders
Kurt Zouma,Everton,Premier League,2019,DF,DF,2612.0,DF-0,Deep central defenders
Lucas Digne,Everton,Premier League,2019,DF,DF,2965.0,DF-1,Wide attacking defenders
Michael Keane,Everton,Premier League,2019,DF,DF,2969.0,DF-0,Deep central defenders
Morgan Schneiderlin,Everton,Premier League,2019,MF,MF,834.0,MF-0,Deep ball winning midfielders
Richarlison,Everton,Premier League,2019,MF,"MF,FW",2665.0,MF-1,Advanced attacking midfielders
Séamus Coleman,Everton,Premier League,2019,DF,DF,2558.0,DF-1,Wide attacking defenders
Theo Walcott,Everton,Premier League,2019,MF,MF,2119.0,MF-1,Advanced attacking midfielders
Tom Davies,Everton,Premier League,2019,MF,MF,980.0,MF-0,Deep ball winning midfielders
Yerry Mina,Everton,Premier League,2019,DF,DF,892.0,DF-0,Deep central defenders
Aboubakar Kamara,Fulham,Premier League,2019,FW,"FW,MF",693.0,FW-1,Creating and carrying forwards
Aleksandar Mitrović,Fulham,Premier League,2019,FW,FW,3280.0,FW-0,Low involvement centre forwards
Alfie Mawson,Fulham,Premier League,2019,DF,DF,1131.0,DF-0,Deep central defenders
Andre-Frank Zambo Anguissa,Fulham,Premier League,2019,MF,MF,1517.0,MF-0,Deep ball winning midfielders
André Schürrle,Fulham,Premier League,2019,FW,"FW,MF",1641.0,FW-1,Creating and carrying forwards
Calum Chambers,Fulham,Premier League,2019,MF,"MF,DF",2588.0,MF-0,Deep ball winning midfielders
Cyrus Christie,Fulham,Premier League,2019,DF,"DF,MF",1948.0,DF-1,Wide attacking defenders
Denis Odoi,Fulham,Premier League,2019,DF,DF,2594.0,DF-0,Deep central defenders
Floyd Ayité,Fulham,Premier League,2019,MF,"MF,FW",476.0,MF-1,Advanced attacking midfielders
Jean Seri,Fulham,Premier League,2019,MF,MF,2244.0,MF-0,Deep ball winning midfielders
Joe Bryan,Fulham,Premier League,2019,DF,"DF,MF",2345.0,DF-1,Wide attacking defenders
Kevin McDonald,Fulham,Premier League,2019,MF,MF,841.0,MF-0,Deep ball winning midfielders
Luciano Vietto,Fulham,Premier League,2019,FW,"FW,MF",986.0,FW-1,Creating and carrying forwards
Maxime Le Marchand,Fulham,Premier League,2019,DF,DF,2250.0,DF-0,Deep central defenders
Ryan Babel,Fulham,Premier League,2019,FW,"FW,MF",1251.0,FW-1,Creating and carrying forwards
Ryan Sessegnon,Fulham,Premier League,2019,MF,"MF,FW",2300.0,MF-1,Advanced attacking midfielders
Tim Ream,Fulham,Premier League,2019,DF,DF,2047.0,DF-0,Deep central defenders
Timothy Fosu-Mensah,Fulham,Premier League,2019,DF,DF,793.0,DF-1,Wide attacking defenders
Tom Cairney,Fulham,Premier League,2019,MF,MF,2194.0,MF-0,Deep ball winning midfielders
Aaron Mooy,Huddersfield,Premier League,2019,MF,MF,2330.0,MF-1,Advanced attacking midfielders
Adama Diakhaby,Huddersfield,Premier League,2019,FW,"FW,MF",552.0,FW-0,Low involvement centre forwards
Alex Pritchard,Huddersfield,Premier League,2019,MF,"MF,FW",2081.0,MF-1,Advanced attacking midfielders
Chris Löwe,Huddersfield,Premier League,2019,DF,"DF,MF",2057.0,DF-1,Wide attacking defenders
Christopher Schindler,Huddersfield,Premier League,2019,DF,DF,3260.0,DF-0,Deep central defenders
Elias Kachunga,Huddersfield,Premier League,2019,MF,"MF,FW",1182.0,MF-1,Advanced attacking midfielders
Erik Durm,Huddersfield,Premier League,2019,DF,DF,2055.0,DF-1,Wide attacking defenders
Florent Hadergjonaj,Huddersfield,Premier League,2019,DF,"DF,MF",1842.0,DF-1,Wide attacking defenders
Isaac Mbenza,Huddersfield,Premier League,2019,MF,"MF,FW",986.0,MF-1,Advanced attacking midfielders
Jon Gorenc Stanković,Huddersfield,Premier League,2019,MF,"MF,DF",715.0,MF-0,Deep ball winning midfielders
Jonathan Hogg,Huddersfield,Premier League,2019,MF,MF,2367.0,MF-0,Deep ball winning midfielders
Juninho Bacuna,Huddersfield,Premier League,2019,MF,"MF,DF",1412.0,MF-0,Deep ball winning midfielders
Karlan Grant,Huddersfield,Premier League,2019,FW,FW,877.0,FW-0,Low involvement centre forwards
Laurent Depoitre,Huddersfield,Premier League,2019,FW,FW,1068.0,FW-0,Low involvement centre forwards
Mathias Jørgensen,Huddersfield,Premier League,2019,DF,DF,2147.0,DF-0,Deep central defenders
Philip Billing,Huddersfield,Premier League,2019,MF,MF,2188.0,MF-0,Deep ball winning midfielders
Steve Mounié,Huddersfield,Premier League,2019,FW,FW,1778.0,FW-0,Low involvement centre forwards
Terence Kongolo,Huddersfield,Premier League,2019,DF,DF,2716.0,DF-0,Deep central defenders
Tommy Smith,Huddersfield,Premier League,2019,DF,DF,1141.0,DF-0,Deep central defenders
Ben Chilwell,Leicester City,Premier League,2019,DF,DF,3240.0,DF-1,Wide attacking defenders
Daniel Amartey,Leicester City,Premier League,2019,DF,DF,641.0,DF-0,Deep central defenders
Demarai Gray,Leicester City,Premier League,2019,MF,"MF,FW",1985.0,MF-1,Advanced attacking midfielders
Hamza Choudhury,Leicester City,Premier League,2019,MF,MF,595.0,MF-0,Deep ball winning midfielders
Harry Maguire,Leicester City,Premier League,2019,DF,DF,2596.0,DF-0,Deep central defenders
Harvey Barnes,Leicester City,Premier League,2019,MF,"MF,FW",1004.0,MF-1,Advanced attacking midfielders
James Maddison,Leicester City,Premier League,2019,MF,"MF,FW",2831.0,MF-1,Advanced attacking midfielders
Jamie Vardy,Leicester City,Premier League,2019,FW,FW,2726.0,FW-0,Low involvement centre forwards
Jonny Evans,Leicester City,Premier League,2019,DF,DF,1996.0,DF-0,Deep central defenders
Kelechi Iheanacho,Leicester City,Premier League,2019,FW,"FW,MF",941.0,FW-0,Low involvement centre forwards
Marc Albrighton,Leicester City,Premier League,2019,MF,"MF,FW",1625.0,MF-1,Advanced attacking midfielders
Nampalys Mendy,Leicester City,Premier League,2019,MF,MF,2092.0,MF-0,Deep ball winning midfielders
Rachid Ghezzal,Leicester City,Premier League,2019,MF,"MF,FW",743.0,MF-1,Advanced attacking midfielders
Ricardo Pereira,Leicester City,Premier League,2019,DF,"DF,MF",3123.0,DF-1,Wide attacking defenders
Wes Morgan,Leicester City,Premier League,2019,DF,DF,1925.0,DF-0,Deep central defenders
Wilfred Ndidi,Leicester City,Premier League,2019,MF,MF,3296.0,MF-0,Deep ball winning midfielders
Youri Tielemans,Leicester City,Premier League,2019,MF,MF,1086.0,MF-1,Advanced attacking midfielders
Adam Lallana,Liverpool,Premier League,2019,MF,"MF,FW",468.0,MF-1,Advanced attacking midfielders
Andrew Robertson,Liverpool,Premier League,2019,DF,DF,3216.0,DF-1,Wide attacking defenders
Daniel Sturridge,Liverpool,Premier League,2019,FW,"FW,MF",509.0,FW-1,Creating and carrying forwards
Dejan Lovren,Liverpool,Premier League,2019,DF,DF,986.0,DF-0,Deep central defenders
Fabinho,Liverpool,Premier League,2019,MF,MF,2017.0,MF-0,Deep ball winning midfielders
Georginio Wijnaldum,Liverpool,Premier League,2019,MF,MF,2725.0,MF-0,Deep ball winning midfielders
James Milner,Liverpool,Premier League,2019,MF,"MF,DF",1789.0,MF-0,Deep ball winning midfielders
Joe Gomez,Liverpool,Premier League,2019,DF,DF,1063.0,DF-0,Deep central defenders
Jordan Henderson,Liverpool,Premier League,2019,MF,MF,1987.0,MF-0,Deep ball winning midfielders
Joël Matip,Liverpool,Premier League,2019,DF,DF,1537.0,DF-0,Deep central defenders
Mohamed Salah,Liverpool,Premier League,2019,FW,FW,3250.0,FW-1,Creating and carrying forwards
Naby Keïta,Liverpool,Premier League,2019,MF,MF,1390.0,MF-1,Advanced attacking midfielders
Roberto Firmino,Liverpool,Premier League,2019,FW,"FW,MF",2607.0,FW-1,Creating and carrying forwards
Sadio Mané,Liverpool,Premier League,2019,FW,"FW,MF",3077.0,FW-1,Creating and carrying forwards
Trent Alexander-Arnold,Liverpool,Premier League,2019,DF,DF,2462.0,DF-1,Wide attacking defenders
Virgil van Dijk,Liverpool,Premier League,2019,DF,DF,3384.0,DF-0,Deep central defenders
Xherdan Shaqiri,Liverpool,Premier League,2019,MF,"MF,FW",1064.0,MF-1,Advanced attacking midfielders
Aymeric Laporte,Manchester City,Premier League,2019,DF,DF,3057.0,DF-0,Deep central defenders
Benjamin Mendy,Manchester City,Premier League,2019,DF,DF,900.0,DF-1,Wide attacking defenders
Bernardo Silva,Manchester City,Premier League,2019,MF,"MF,FW",2854.0,MF-1,Advanced attacking midfielders
Danilo,Manchester City,Premier League,2019,DF,DF,807.0,DF-1,Wide attacking defenders
David Silva,Manchester City,Premier League,2019,MF,MF,2401.0,MF-1,Advanced attacking midfielders
Fabian Delph,Manchester City,Premier League,2019,DF,DF,725.0,DF-1,Wide attacking defenders
Fernandinho,Manchester City,Premier League,2019,MF,MF,2377.0,MF-0,Deep ball winning midfielders
Gabriel Jesus,Manchester City,Premier League,2019,FW,FW,1036.0,FW-1,Creating and carrying forwards
John Stones,Manchester City,Premier League,2019,DF,DF,1764.0,DF-0,Deep central defenders
Kevin De Bruyne,Manchester City,Premier League,2019,MF,MF,975.0,MF-1,Advanced attacking midfielders
Kyle Walker,Manchester City,Premier League,2019,DF,DF,2779.0,DF-1,Wide attacking defenders
Leroy Sané,Manchester City,Premier League,2019,FW,FW,1867.0,FW-1,Creating and carrying forwards
Nicolás Otamendi,Manchester City,Premier League,2019,DF,DF,1236.0,DF-0,Deep central defenders
Oleksandr Zinchenko,Manchester City,Premier League,2019,DF,DF,1151.0,DF-1,Wide attacking defenders
Raheem Sterling,Manchester City,Premier League,2019,FW,"FW,MF",2771.0,FW-1,Creating and carrying forwards
Riyad Mahrez,Manchester City,Premier League,2019,FW,"FW,MF",1343.0,FW-1,Creating and carrying forwards
Sergio Agüero,Manchester City,Premier League,2019,FW,FW,2459.0,FW-1,Creating and carrying forwards
Vincent Kompany,Manchester City,Premier League,2019,DF,DF,1224.0,DF-0,Deep central defenders
İlkay Gündoğan,Manchester City,Premier League,2019,MF,MF,2137.0,MF-1,Advanced attacking midfielders
