season,player,team,position_group,position_full,minutes,cluster_within_group_label,archetype_name,distance_to_centroid,boundary_margin
2024-25,Joe Gomez,Liverpool,DF,DF,519,DF-0,Low attacking involvement defenders,5.669007272936755,0.36641809309479445
2024-25,Kostas Tsimikas,Liverpool,DF,DF,837,DF-0,Low attacking involvement defenders,6.149388021301943,0.25225013946363806
2024-25,Luis Díaz,Liverpool,FW,"FW,MF",2399,FW-1,Crossing and creating wide forwards,4.398340293153231,0.5721358308072686
2024-25,Mohamed Salah,Liverpool,MF,MF,3371,MF-1,High attacking involvement midfielders,7.034664009221449,4.199422729300028
2024-25,Ryan Gravenberch,Liverpool,MF,MF,3160,MF-0,"Ball winning, low attacking involvement midfielders",3.56421457235044,2.7467681182463157
2024-25,Trent Alexander-Arnold,Liverpool,DF,DF,2365,DF-1,Crossing and chance creating defenders,6.444533729690259,3.1617244404867533
2024-25,Virgil van Dijk,Liverpool,DF,DF,3330,DF-0,Low attacking involvement defenders,4.083613633116177,0.844776841365757
2024-25,Abdukodir Khusanov,Manchester City,DF,DF,503,DF-0,Low attacking involvement defenders,3.3803873376012414,2.279907278400444
2024-25,Bernardo Silva,Manchester City,MF,MF,2670,MF-1,High attacking involvement midfielders,2.9558635422485406,0.20927648364179685
2024-25,Erling Haaland,Manchester City,FW,FW,2736,FW-0,Shot taking central forwards,4.193464396568812,2.359244064210513
2024-25,Jack Grealish,Manchester City,MF,"MF,FW",721,MF-1,High attacking involvement midfielders,4.817332141056268,1.6066479986185094
2024-25,Jeremy Doku,Manchester City,MF,"MF,FW",1516,MF-1,High attacking involvement midfielders,3.108766529754326,2.2303294815197825
2024-25,John Stones,Manchester City,DF,DF,548,DF-0,Low attacking involvement defenders,9.959912592564178,0.6317409954251509
2024-25,Joško Gvardiol,Manchester City,DF,DF,3277,DF-1,Crossing and chance creating defenders,4.514300673783289,0.6950358211020315
2024-25,Kevin De Bruyne,Manchester City,MF,"MF,FW",1702,MF-1,High attacking involvement midfielders,5.251738311486367,3.61201885799953
2024-25,Kyle Walker,Manchester City,DF,DF,970,DF-0,Low attacking involvement defenders,4.217072518427131,0.6647392647213355
2024-25,Manuel Akanji,Manchester City,DF,"DF,MF",2014,DF-0,Low attacking involvement defenders,3.822240275780799,1.4566020963840796
2024-25,Mateo Kovačić,Manchester City,MF,"MF,DF",2198,MF-0,"Ball winning, low attacking involvement midfielders",3.8193380913244432,0.5369032808554515
2024-25,Matheus Nunes,Manchester City,DF,"DF,MF",1674,DF-1,Crossing and chance creating defenders,5.132683885353859,2.683728964647517
2024-25,Nathan Aké,Manchester City,DF,DF,678,DF-0,Low attacking involvement defenders,3.9374284909661164,2.3343342647501846
2024-25,Nico O'Reilly,Manchester City,DF,DF,528,DF-1,Crossing and chance creating defenders,7.548887094428425,0.8415185737278215
2024-25,Nicolás González,Manchester City,MF,MF,760,MF-0,"Ball winning, low attacking involvement midfielders",5.065273856942668,1.6986039326658071
2024-25,Omar Marmoush,Manchester City,MF,"MF,FW",1175,MF-1,High attacking involvement midfielders,5.306304958701604,2.9556224785287473
2024-25,Phil Foden,Manchester City,MF,"MF,FW",1777,MF-1,High attacking involvement midfielders,2.9190154641081327,3.415086533994423
2024-25,Rico Lewis,Manchester City,DF,"DF,MF",1893,DF-0,Low attacking involvement defenders,4.393622297937293,0.4807989169733986
2024-25,Rúben Dias,Manchester City,DF,"DF,MF",2271,DF-0,Low attacking involvement defenders,3.745023993152774,1.5058739054689658
2024-25,Sávio,Manchester City,MF,"MF,FW",1766,MF-1,High attacking involvement midfielders,3.637226659619118,3.1587012119683853
2024-25,İlkay Gündoğan,Manchester City,MF,MF,2223,MF-1,High attacking involvement midfielders,4.36785408853647,0.3814754779625522
2024-25,Alejandro Garnacho,Manchester Utd,MF,MF,2199,MF-1,High attacking involvement midfielders,3.187374809380361,2.962659435084767
2024-25,Amad Diallo,Manchester Utd,MF,"MF,FW",1901,MF-1,High attacking involvement midfielders,2.554246841472852,3.0554728988745556
2024-25,Bruno Fernandes,Manchester Utd,MF,MF,3018,MF-1,High attacking involvement midfielders,3.4463896566253625,2.7313592917577165
2024-25,Casemiro,Manchester Utd,MF,MF,1494,MF-0,"Ball winning, low attacking involvement midfielders",4.005923649486225,1.6807517984438638
2024-25,Christian Eriksen,Manchester Utd,MF,MF,1061,MF-1,High attacking involvement midfielders,5.663414776421428,0.3276859289018157
2024-25,Diogo Dalot,Manchester Utd,MF,"MF,DF",2814,MF-0,"Ball winning, low attacking involvement midfielders",2.1853256271739734,3.3277903934899675
2024-25,Harry Maguire,Manchester Utd,DF,DF,1758,DF-0,Low attacking involvement defenders,4.795999362180647,0.35184711702990246
2024-25,Joshua Zirkzee,Manchester Utd,FW,"FW,MF",1402,FW-1,Crossing and creating wide forwards,3.1212927454291313,0.611465397532446
2024-25,Kobbie Mainoo,Manchester Utd,MF,MF,1651,MF-0,"Ball winning, low attacking involvement midfielders",1.92902269322138,3.9432381162655035
2024-25,Leny Yoro,Manchester Utd,DF,DF,1165,DF-0,Low attacking involvement defenders,2.8516114452983414,2.3393818393900547
2024-25,Lisandro Martínez,Manchester Utd,DF,DF,1751,DF-1,Crossing and chance creating defenders,3.947312661958373,0.2614687231559114
2024-25,Manuel Ugarte,Manchester Utd,MF,MF,1785,MF-0,"Ball winning, low attacking involvement midfielders",3.6745549800302126,3.3470457018918798
2024-25,Mason Mount,Manchester Utd,MF,"MF,FW",622,MF-1,High attacking involvement midfielders,4.7242264436307915,0.9440248147700538
2024-25,Matthijs de Ligt,Manchester Utd,DF,DF,2123,DF-0,Low attacking involvement defenders,4.14826977125576,0.9547858372330777
2024-25,Noussair Mazraoui,Manchester Utd,DF,"DF,MF",2838,DF-0,Low attacking involvement defenders,3.751656524738326,0.2506634466941846
2024-25,Patrick Dorgu,Manchester Utd,MF,MF,842,MF-0,"Ball winning, low attacking involvement midfielders",4.540465032752748,1.9478313757508925
2024-25,Rasmus Højlund,Manchester Utd,FW,FW,2004,FW-0,Shot taking central forwards,4.070897158914143,0.478453103477376
2024-25,Victor Lindelöf,Manchester Utd,DF,DF,704,DF-0,Low attacking involvement defenders,3.4504398217388137,2.9768334518004687
2024-25,Marcus Rashford,Manchester Utd / Aston Villa,MF,MF,1422,MF-1,High attacking involvement midfielders,2.7622973589656117,3.5668390431622075
2024-25,Alexander Isak,Newcastle,FW,FW,2756,FW-0,Shot taking central forwards,3.5970985246676213,1.9926046405163165
2024-25,Anthony Gordon,Newcastle,FW,"FW,MF",2434,FW-1,Crossing and creating wide forwards,2.959153319720026,2.4773023010037134
2024-25,Bruno Guimarães,Newcastle,MF,MF,3271,MF-0,"Ball winning, low attacking involvement midfielders",3.648051233102894,0.42783971387816866
2024-25,Dan Burn,Newcastle,DF,DF,3330,DF-0,Low attacking involvement defenders,2.064568127806214,2.1467870479722464
2024-25,Fabian Schär,Newcastle,DF,DF,2934,DF-0,Low attacking involvement defenders,4.540170868453392,0.4655956299260504
2024-25,Harvey Barnes,Newcastle,FW,"FW,MF",1755,FW-1,Crossing and creating wide forwards,2.6861055191698706,0.7063335076473414
2024-25,Jacob Murphy,Newcastle,FW,"FW,MF",2360,FW-1,Crossing and creating wide forwards,3.4282784769664496,2.880422448545137
2024-25,Joe Willock,Newcastle,MF,MF,1086,MF-0,"Ball winning, low attacking involvement midfielders",3.558022979973321,0.6387503801632728
2024-25,Joelinton,Newcastle,MF,"MF,FW",2393,MF-0,"Ball winning, low attacking involvement midfielders",3.010139531503764,1.0508901402119464
2024-25,Kieran Trippier,Newcastle,DF,DF,1309,DF-1,Crossing and chance creating defenders,4.4168613208802965,1.7768966718178385
2024-25,Lewis Hall,Newcastle,DF,DF,2189,DF-1,Crossing and chance creating defenders,3.9456292119861835,1.5814461058623017
2024-25,Sandro Tonali,Newcastle,MF,MF,2630,MF-0,"Ball winning, low attacking involvement midfielders",2.1376220774970665,1.617356264016514
2024-25,Sean Longstaff,Newcastle,MF,MF,798,MF-0,"Ball winning, low attacking involvement midfielders",2.5742610356218845,3.956227352022371
2024-25,Tino Livramento,Newcastle,DF,DF,2840,DF-0,Low attacking involvement defenders,3.4839602301680523,0.9372863214077869
2024-25,Anthony Elanga,Nottingham,MF,"MF,FW",2501,MF-1,High attacking involvement midfielders,4.704217186099164,2.8282295862596225
2024-25,Callum Hudson-Odoi,Nottingham,MF,MF,2194,MF-1,High attacking involvement midfielders,2.941353535991043,1.4963169247338364
2024-25,Chris Wood,Nottingham,FW,FW,2959,FW-0,Shot taking central forwards,3.6383124279113535,2.2570994624369174
2024-25,Elliot Anderson,Nottingham,MF,MF,2728,MF-0,"Ball winning, low attacking involvement midfielders",2.180017011902614,2.3652115738866653
2024-25,Ibrahim Sangaré,Nottingham,MF,MF,590,MF-0,"Ball winning, low attacking involvement midfielders",6.142114520365602,1.7627681810981137
2024-25,Jota Silva,Nottingham,MF,MF,854,MF-1,High attacking involvement midfielders,6.086979468796347,1.1084171953118371
2024-25,Morato,Nottingham,DF,DF,907,DF-0,Low attacking involvement defenders,3.666949918227531,2.6216510255867753
2024-25,Morgan Gibbs-White,Nottingham,MF,MF,2803,MF-1,High attacking involvement midfielders,2.0123715601066863,1.963972673555229
2024-25,Murillo,Nottingham,DF,DF,3188,DF-0,Low attacking involvement defenders,2.2017851383649027,2.4871151683669757
2024-25,Neco Williams,Nottingham,DF,"DF,MF",2594,DF-1,Crossing and chance creating defenders,3.494378864392827,1.137119989082179
2024-25,Nicolás Domínguez,Nottingham,MF,MF,1963,MF-0,"Ball winning, low attacking involvement midfielders",2.7649171543994617,3.4920198670483273
2024-25,Nikola Milenković,Nottingham,DF,DF,3330,DF-0,Low attacking involvement defenders,3.9115726701230864,1.49989583158872
2024-25,Ola Aina,Nottingham,DF,DF,2995,DF-0,Low attacking involvement defenders,2.211209724659697,1.6290079284560282
2024-25,Ryan Yates,Nottingham,MF,MF,1915,MF-0,"Ball winning, low attacking involvement midfielders",3.4833387600199015,2.1901619291429024
2024-25,Álex Moreno,Nottingham,DF,DF,955,DF-0,Low attacking involvement defenders,3.759299798313608,0.35146227505831673
2024-25,Adam Armstrong,Southampton,FW,"FW,MF",1248,FW-1,Crossing and creating wide forwards,3.693939731554552,0.4423416956989823
2024-25,Cameron Archer,Southampton,FW,FW,1441,FW-0,Shot taking central forwards,4.028841514544521,0.5153586505988521
2024-25,Flynn Downes,Southampton,MF,MF,2151,MF-0,"Ball winning, low attacking involvement midfielders",2.7776740095998433,3.6656256470356694
2024-25,Jack Stephens,Southampton,DF,DF,1389,DF-0,Low attacking involvement defenders,2.4304336981559715,2.620004022284905
2024-25,James Bree,Southampton,DF,"DF,MF",1075,DF-0,Low attacking involvement defenders,3.6067266464207295,1.1336824158678365
2024-25,Jan Bednarek,Southampton,DF,DF,2531,DF-0,Low attacking involvement defenders,4.44318546491581,1.9060302379792509
2024-25,Joe Aribo,Southampton,MF,MF,2013,MF-0,"Ball winning, low attacking involvement midfielders",3.1322411518623796,1.9660054651539016
2024-25,Kamaldeen Sulemana,Southampton,FW,"FW,MF",1402,FW-1,Crossing and creating wide forwards,4.638183973477665,1.0967437393390531
2024-25,Kyle Walker-Peters,Southampton,MF,"MF,DF",2918,MF-0,"Ball winning, low attacking involvement midfielders",2.2946657001803668,3.04121404210705
2024-25,Lesley Ugochukwu,Southampton,MF,MF,1655,MF-0,"Ball winning, low attacking involvement midfielders",3.9261290968984874,3.6725427933222368
2024-25,Mateus Fernandes,Southampton,MF,MF,2909,MF-0,"Ball winning, low attacking involvement midfielders",1.8590210588978775,1.8255397490162335
2024-25,Nathan Wood-Gordon,Southampton,DF,DF,773,DF-0,Low attacking involvement defenders,2.7380362868901,2.956984270712279
2024-25,Paul Onuachu,Southampton,FW,FW,1050,FW-0,Shot taking central forwards,2.7472311404429757,2.914653936366067
2024-25,Ryan Manning,Southampton,DF,"DF,MF",1462,DF-1,Crossing and chance creating defenders,5.2029231205902,1.5969052013950167
2024-25,Taylor Harwood-Bellis,Southampton,DF,DF,2825,DF-0,Low attacking involvement defenders,2.2815179664043588,1.9998807831834013
2024-25,Tyler Dibling,Southampton,MF,"MF,FW",1874,MF-0,"Ball winning, low attacking involvement midfielders",2.690160233849313,1.58928774611367
2024-25,Welington,Southampton,MF,"MF,DF",482,MF-0,"Ball winning, low attacking involvement midfielders",3.863775575713902,3.422677793118294
2024-25,William Smallbone,Southampton,MF,MF,690,MF-0,"Ball winning, low attacking involvement midfielders",3.4128828594036302,1.3336217154103935
2024-25,Yukinari Sugawara,Southampton,MF,"MF,DF",1557,MF-0,"Ball winning, low attacking involvement midfielders",3.09690369271782,1.2028152457888197
2024-25,Archie Gray,Tottenham,DF,"DF,MF",1751,DF-0,Low attacking involvement defenders,4.439202640929771,2.3983964584089152
2024-25,Ben Davies,Tottenham,DF,DF,1331,DF-0,Low attacking involvement defenders,2.2901011630109878,2.833347352080608
2024-25,Brennan Johnson,Tottenham,FW,"FW,MF",2177,FW-0,Shot taking central forwards,2.5493354333479843,0.7773499984663079
2024-25,Cristian Romero,Tottenham,DF,DF,1416,DF-1,Crossing and chance creating defenders,4.569416363255808,0.49433630842799925
2024-25,Dejan Kulusevski,Tottenham,MF,"MF,FW",2389,MF-1,High attacking involvement midfielders,2.1942731219906304,2.6486397305683584
2024-25,Destiny Udogie,Tottenham,DF,DF,1924,DF-1,Crossing and chance creating defenders,4.513929078287958,0.34160222867350143
2024-25,Djed Spence,Tottenham,DF,DF,1792,DF-1,Crossing and chance creating defenders,2.512001427022242,0.4826381108001292
2024-25,Dominic Solanke,Tottenham,FW,FW,2201,FW-0,Shot taking central forwards,2.4438901421543537,1.5987161033719897
2024-25,James Maddison,Tottenham,MF,MF,1809,MF-1,High attacking involvement midfielders,4.354334425970045,3.088766630915214
2024-25,Kevin Danso,Tottenham,DF,DF,842,DF-0,Low attacking involvement defenders,3.6160972701926437,1.7467203163120382
2024-25,Lucas Bergvall,Tottenham,MF,MF,1212,MF-0,"Ball winning, low attacking involvement midfielders",2.265876552451713,3.7849931128942953
2024-25,Mathys Tel,Tottenham,FW,FW,911,FW-1,Crossing and creating wide forwards,2.4488451891030634,1.772421174557854
2024-25,Micky van de Ven,Tottenham,DF,DF,1015,DF-0,Low attacking involvement defenders,3.680056425329909,0.4311966124119837
2024-25,Pape Matar Sarr,Tottenham,MF,MF,1913,MF-0,"Ball winning, low attacking involvement midfielders",2.5093525502940994,1.7032304927707433
2024-25,Pedro Porro,Tottenham,DF,DF,2610,DF-1,Crossing and chance creating defenders,4.603544015362242,3.3416529160377317
2024-25,Radu Drăgușin,Tottenham,DF,DF,1252,DF-0,Low attacking involvement defenders,2.492629528384357,2.746372954808988
2024-25,Richarlison,Tottenham,FW,FW,504,FW-0,Shot taking central forwards,3.790512131350272,2.6481621698247735
2024-25,Rodrigo Bentancur,Tottenham,MF,MF,1645,MF-0,"Ball winning, low attacking involvement midfielders",4.073573444379119,2.9003320178505314
2024-25,Son Heung-min,Tottenham,FW,"FW,MF",2110,FW-1,Crossing and creating wide forwards,3.4244327665171075,2.3232235839213797
2024-25,Timo Werner,Tottenham,FW,"FW,MF",516,FW-1,Crossing and creating wide forwards,5.348762684032397,3.137175331899525
2024-25,Wilson Odobert,Tottenham,FW,"FW,MF",850,FW-1,Crossing and creating wide forwards,4.195485825727063,1.7292826149649745
2024-25,Yves Bissouma,Tottenham,MF,MF,1408,MF-0,"Ball winning, low attacking involvement midfielders",3.203451707521681,3.188275668247663
2024-25,Aaron Cresswell,West Ham,DF,DF,824,DF-0,Low attacking involvement defenders,4.529131458576455,0.5220143087461961
2024-25,Aaron Wan-Bissaka,West Ham,DF,"DF,MF",3154,DF-1,Crossing and chance creating defenders,3.093737806463495,1.2254930019226924
2024-25,Carlos Soler,West Ham,MF,MF,1409,MF-0,"Ball winning, low attacking involvement midfielders",2.526075488760321,1.8237323483492136
2024-25,Crysencio Summerville,West Ham,MF,"MF,FW",786,MF-1,High attacking involvement midfielders,3.524755662199599,1.5368849467857713
2024-25,Edson Álvarez,West Ham,MF,MF,1772,MF-0,"Ball winning, low attacking involvement midfielders",3.0821056885521716,3.8466555263850073
2024-25,Emerson Palmieri,West Ham,DF,"DF,MF",2113,DF-0,Low attacking involvement defenders,3.182783625547317,0.17791322813419264
2024-25,Guido Rodríguez,West Ham,MF,MF,1149,MF-0,"Ball winning, low attacking involvement midfielders",2.801930841398496,4.0656620789619495
2024-25,Jarrod Bowen,West Ham,MF,"MF,FW",2973,MF-1,High attacking involvement midfielders,2.764315895595397,3.2750050089977307
2024-25,Jean-Clair Todibo,West Ham,DF,DF,1825,DF-0,Low attacking involvement defenders,2.9828077644248907,2.8697586041813947
2024-25,Konstantinos Mavropanos,West Ham,DF,DF,2045,DF-0,Low attacking involvement defenders,3.2385303771258362,1.348291094309194
2024-25,Lucas Paquetá,West Ham,MF,"MF,FW",2380,MF-0,"Ball winning, low attacking involvement midfielders",2.854201131475238,2.077190627649833
2024-25,Max Kilman,West Ham,DF,DF,3348,DF-0,Low attacking involvement defenders,1.8207438004143035,2.975601595392138
2024-25,Michail Antonio,West Ham,FW,FW,836,FW-1,Crossing and creating wide forwards,3.539801311790385,1.4362016001449356
2024-25,Mohammed Kudus,West Ham,MF,"MF,FW",2590,MF-1,High attacking involvement midfielders,3.597320252533779,1.7567667614125546
2024-25,Niclas Füllkrug,West Ham,FW,FW,790,FW-0,Shot taking central forwards,4.181372837069551,0.5511331811403064
2024-25,Oliver Scarles,West Ham,MF,"MF,DF",665,MF-0,"Ball winning, low attacking involvement midfielders",4.307772458758929,3.3798889131540557
2024-25,Tomáš Souček,West Ham,MF,MF,2567,MF-0,"Ball winning, low attacking involvement midfielders",3.8053179959422123,0.38296128041394395
2024-25,Vladimír Coufal,West Ham,DF,"DF,MF",1067,DF-0,Low attacking involvement defenders,4.2318273789716905,0.4417819760494437
2024-25,James Ward-Prowse,West Ham / Nottingham,MF,MF,1439,MF-0,"Ball winning, low attacking involvement midfielders",3.0296618536647792,1.1973038419718365
2024-25,André,Wolves,MF,MF,2472,MF-0,"Ball winning, low attacking involvement midfielders",2.8583708132761356,4.1294747190170025
2024-25,Craig Dawson,Wolves,DF,DF,971,DF-0,Low attacking involvement defenders,2.874278529673617,2.5023456469198853
2024-25,Emmanuel Agbadou,Wolves,DF,DF,1410,DF-0,Low attacking involvement defenders,1.6755041053144315,2.9912563813649524
2024-25,Gonçalo Guedes,Wolves,MF,"MF,FW",995,MF-1,High attacking involvement midfielders,2.901781744372973,2.0514187027504067
2024-25,Hwang Hee-chan,Wolves,MF,"MF,FW",661,MF-0,"Ball winning, low attacking involvement midfielders",6.603362767359027,0.25108455104263516
2024-25,Jean-Ricner Bellegarde,Wolves,MF,MF,1677,MF-0,"Ball winning, low attacking involvement midfielders",4.064253748821505,0.06468000409673369
2024-25,João Gomes,Wolves,MF,MF,2974,MF-0,"Ball winning, low attacking involvement midfielders",2.559508677236963,3.3068090636747534
2024-25,Jørgen Strand Larsen,Wolves,FW,FW,2587,FW-0,Shot taking central forwards,3.1892304060078382,2.3630488880040037
2024-25,Mario Lemina,Wolves,MF,"MF,DF",1364,MF-0,"Ball winning, low attacking involvement midfielders",3.0650812736849757,2.6230710765691776
2024-25,Marshall Munetsi,Wolves,MF,"MF,FW",1078,MF-1,High attacking involvement midfielders,3.4826138709442502,0.17451676868410715
2024-25,Matheus Cunha,Wolves,MF,MF,2597,MF-1,High attacking involvement midfielders,3.9591546325536457,3.68617669620068
2024-25,Matt Doherty,Wolves,DF,"DF,MF",2109,DF-0,Low attacking involvement defenders,1.886426617814752,1.4746103007975337
2024-25,Nélson Semedo,Wolves,MF,"MF,DF",2886,MF-0,"Ball winning, low attacking involvement midfielders",1.8475327913188269,3.3422828539212652
2024-25,Pablo Sarabia,Wolves,MF,MF,814,MF-1,High attacking involvement midfielders,3.0852230449155393,2.7931214328625136
2024-25,Rayan Aït-Nouri,Wolves,MF,"MF,DF",3109,MF-0,"Ball winning, low attacking involvement midfielders",2.5134822885792096,0.7456366829805772
2024-25,Rodrigo Gomes,Wolves,MF,MF,810,MF-0,"Ball winning, low attacking involvement midfielders",5.178673672328645,0.659660037960518
2024-25,Santiago Bueno,Wolves,DF,DF,1687,DF-0,Low attacking involvement defenders,2.9653791937271716,2.752718621605986
2024-25,Tommy Doyle,Wolves,MF,MF,488,MF-0,"Ball winning, low attacking involvement midfielders",2.396115758646517,2.1548404105302668
2024-25,Toti Gomes,Wolves,DF,DF,2614,DF-0,Low attacking involvement defenders,2.2397513673121328,2.0934626660686453
2025-26,Ben White,Arsenal,DF,DF,702,DF-1,Crossing and chance creating defenders,5.337184227621046,1.725763426982243
2025-26,Bukayo Saka,Arsenal,FW,"FW,MF",2222,FW-1,Crossing and creating wide forwards,5.368523399280323,2.645310615747209
2025-26,Cristhian Mosquera,Arsenal,DF,DF,994,DF-0,Low attacking involvement defenders,5.1173897400968,0.6295088629652508
2025-26,Declan Rice,Arsenal,MF,MF,3094,MF-1,High attacking involvement midfielders,3.7130741981972255,0.30363060608439696
2025-26,Gabriel Magalhães,Arsenal,DF,DF,2751,DF-1,Crossing and chance creating defenders,3.893660377149327,0.31230746263754794
2025-26,Gabriel Martinelli,Arsenal,FW,"FW,MF",1081,FW-1,Crossing and creating wide forwards,4.062227213216433,1.200079900888368
2025-26,Jurriën Timber,Arsenal,DF,DF,2454,DF-1,Crossing and chance creating defenders,3.2849397072017057,2.2816676839992525
2025-26,Kai Havertz,Arsenal,FW,"FW,MF",581,FW-1,Crossing and creating wide forwards,4.919111033585324,0.9015491900834709
2025-26,Leandro Trossard,Arsenal,FW,"FW,MF",2000,FW-1,Crossing and creating wide forwards,2.2850393201238233,2.861545786259383
2025-26,Martin Ødegaard,Arsenal,MF,MF,1369,MF-1,High attacking involvement midfielders,4.922378042515384,1.5782265799475192
2025-26,Martín Zubimendi,Arsenal,MF,MF,2992,MF-0,"Ball winning, low attacking involvement midfielders",3.155216822445479,2.225736526626723
2025-26,Mikel Merino,Arsenal,MF,"MF,FW",1036,MF-1,High attacking involvement midfielders,4.401585326366724,2.1129340032172177
2025-26,Myles Lewis-Skelly,Arsenal,MF,"MF,DF",709,MF-0,"Ball winning, low attacking involvement midfielders",4.385826463165233,3.004295262468676
2025-26,Noni Madueke,Arsenal,FW,"FW,MF",1211,FW-1,Crossing and creating wide forwards,3.1231320547509616,2.730532665108919
2025-26,Piero Hincapié,Arsenal,DF,DF,1792,DF-1,Crossing and chance creating defenders,4.571036845571779,0.6706116998710385
2025-26,Riccardo Calafiori,Arsenal,DF,DF,1699,DF-1,Crossing and chance creating defenders,5.201812817100987,1.4105681307875724
2025-26,Viktor Gyökeres,Arsenal,FW,FW,2224,FW-0,Shot taking central forwards,2.317743180356618,2.6469566816618024
2025-26,William Saliba,Arsenal,DF,DF,2614,DF-0,Low attacking involvement defenders,2.8302391332664687,1.6927275693731323
2025-26,Eberechi Eze,Arsenal / Crystal Palace,MF,"MF,FW",1895,MF-1,High attacking involvement midfielders,3.5513147130730944,1.8225186135180893
2025-26,Amadou Onana,Aston Villa,MF,MF,1758,MF-0,"Ball winning, low attacking involvement midfielders",2.4546568552044934,2.7052890638392495
2025-26,Boubacar Kamara,Aston Villa,MF,MF,1411,MF-0,"Ball winning, low attacking involvement midfielders",3.7461527098461453,1.7167800899946122
2025-26,Donyell Malen,Aston Villa,FW,"FW,MF",656,FW-0,Shot taking central forwards,4.655708058260115,1.5573866965827659
2025-26,Emi Buendía,Aston Villa,MF,MF,1755,MF-0,"Ball winning, low attacking involvement midfielders",5.632972446872389,1.3555386448049456
2025-26,Ezri Konsa,Aston Villa,DF,DF,3035,DF-0,Low attacking involvement defenders,3.336547437405939,2.3664430632853652
2025-26,Ian Maatsen,Aston Villa,DF,DF,1605,DF-1,Crossing and chance creating defenders,3.301501281333528,2.2877002944674167
2025-26,Jadon Sancho,Aston Villa,MF,MF,876,MF-1,High attacking involvement midfielders,4.833624942892418,0.4815607073365742
2025-26,John McGinn,Aston Villa,MF,MF,2137,MF-1,High attacking involvement midfielders,2.9445585170425144,1.160784577134887
2025-26,Lamare Bogarde,Aston Villa,MF,"MF,DF",1053,MF-0,"Ball winning, low attacking involvement midfielders",4.0538453679381234,3.3940689972932683
2025-26,Leon Bailey,Aston Villa,MF,MF,459,MF-0,"Ball winning, low attacking involvement midfielders",3.931335061361088,0.4930219942700558
2025-26,Lucas Digne,Aston Villa,DF,DF,1852,DF-1,Crossing and chance creating defenders,4.854127028501266,1.8543506165340968
2025-26,Matty Cash,Aston Villa,DF,DF,3014,DF-0,Low attacking involvement defenders,4.944607694332525,0.3839186749349368
2025-26,Morgan Rogers,Aston Villa,MF,MF,3280,MF-1,High attacking involvement midfielders,2.0337032036570917,2.5209551505998253
2025-26,Ollie Watkins,Aston Villa,FW,FW,2839,FW-0,Shot taking central forwards,2.1280962986281406,3.198023207855609
2025-26,Pau Torres,Aston Villa,DF,DF,1676,DF-0,Low attacking involvement defenders,2.73453368804762,2.7757953251371474
2025-26,Ross Barkley,Aston Villa,MF,MF,857,MF-1,High attacking involvement midfielders,3.571117765578065,1.7976458934458233
2025-26,Tyrone Mings,Aston Villa,DF,DF,1324,DF-0,Low attacking involvement defenders,2.8680460290745105,2.1912351682665596
2025-26,Victor Lindelöf,Aston Villa,DF,"DF,MF",948,DF-0,Low attacking involvement defenders,3.880159505113311,2.473052231299272
2025-26,Youri Tielemans,Aston Villa,MF,MF,1862,MF-0,"Ball winning, low attacking involvement midfielders",3.4558884994571875,1.2835338979016289
2025-26,Evann Guessand,Aston Villa / Crystal Palace,MF,MF,918,MF-0,"Ball winning, low attacking involvement midfielders",4.019997079159362,0.194911513085537
2025-26,Douglas Luiz,Aston Villa / Nottingham,MF,MF,919,MF-0,"Ball winning, low attacking involvement midfielders",3.3979155446489364,1.0093558526746373
2025-26,Adam Smith,Bournemouth,DF,DF,1077,DF-0,Low attacking involvement defenders,4.0488198843151855,0.7925603119955253
2025-26,Adrien Truffert,Bournemouth,DF,DF,3379,DF-1,Crossing and chance creating defenders,2.4781601541731018,1.669286881219488
2025-26,Alex Scott,Bournemouth,MF,MF,2849,MF-0,"Ball winning, low attacking involvement midfielders",2.142153631605368,1.8124339057577572
2025-26,Amine Adli,Bournemouth,MF,MF,1094,MF-1,High attacking involvement midfielders,3.946608369946572,1.3520623338951512
2025-26,Bafodé Diakité,Bournemouth,DF,DF,1277,DF-0,Low attacking involvement defenders,3.3514298036698142,2.4836139346395076
2025-26,David Brooks,Bournemouth,MF,MF,1204,MF-1,High attacking involvement midfielders,5.659587577093128,2.5299923212492343
2025-26,Eli Junior Kroupi,Bournemouth,MF,"MF,FW",1672,MF-1,High attacking involvement midfielders,6.097283701425341,2.3235658915063757
2025-26,Evanilson,Bournemouth,FW,FW,2742,FW-0,Shot taking central forwards,2.94876056982734,1.4815312398060954
2025-26,James Hill,Bournemouth,DF,DF,2106,DF-0,Low attacking involvement defenders,2.6773739417564277,0.9777659486106587
2025-26,Justin Kluivert,Bournemouth,MF,MF,952,MF-1,High attacking involvement midfielders,3.894287002675518,0.6306322214762323
2025-26,Lewis Cook,Bournemouth,MF,"MF,DF",874,MF-0,"Ball winning, low attacking involvement midfielders",5.180180577539373,2.9220500851543108
2025-26,Marcos Senesi,Bournemouth,DF,DF,3288,DF-1,Crossing and chance creating defenders,2.8931635512567357,0.2803370805010763
2025-26,Marcus Tavernier,Bournemouth,MF,MF,2731,MF-1,High attacking involvement midfielders,1.2054810536095324,3.2564001287677904
2025-26,Rayan,Bournemouth,MF,MF,1111,MF-1,High attacking involvement midfielders,3.3296803412032614,2.0529562666165897
2025-26,Ryan Christie,Bournemouth,MF,MF,994,MF-1,High attacking involvement midfielders,3.973739979155948,0.17641585893270806
